$conditionInfo$date$reviewer$Effectiveness$Satisfaction$Ease of Use$Comment
153$Bipolar Depression$2/19/2012 4:08:11 PM$Reviewer:  Female  on Treatment for less than 1 month (Caregiver) $1$1$1$Why would anyone give or take this medication knowing what the FDA warining is?!?! I just found out my ex put my daughter on it who is nowhere near bi-polar and I am completely angry that this drug is even still being prescribed to kids especially, my daughter is 13, and i beleive she has some ADHD issues, this medication does not help with that and she has done nothing but sleep since being on this one!
154$Bipolar Depression$2/14/2012 2:59:55 PM$Reviewer: Gail, 25-34 Female  on Treatment for less than 1 month (Patient) $2$1$3$I have been crying about everything. Is this normal???? 
157$Bipolar Depression$1/30/2012 7:38:46 PM$Reviewer: john t, 45-54 Male  on Treatment for 1 to 6 months (Patient) $3$3$5$ i started this drug some time ago,about 2 months, it has been effective until lately , i seem to cry a lot in the last month or so, going to see the doctor in a few days from now
159$Bipolar Depression$1/19/2012 1:45:03 AM$Reviewer: chuckie, 19-24 Female  on Treatment for 2 to less than 5 years (Patient) $4$4$5$I am 24 now and have been battling Bipolar Depression since I was 15. I have tried and been on many different types of prescriptions for this disorder. I have been taking this one for about 2 years now and I must say it has helped me greatly more than any other. The only problems I have really had with this prescription are weight gain and if I miss I dose I feel like crap.
161$Bipolar Depression$12/15/2011 7:25:48 PM$Reviewer: aka_violet, 25-34 Female  on Treatment for 1 to 6 months (Patient) $4$4$5$been on it for 3 months so far its helped a bit with my mood swings.May need something for my anxiety and panic attacks but all in all so far its good considering that its first mood stabilizer. :)
163$Bipolar Depression$11/18/2011 3:09:49 AM$Reviewer: 35-44 Female  on Treatment for 1 to 6 months (Patient) $1$1$5$This has completely robbed what happiness I have had left. I'm only taking 50mgs and it's been a couple months. Just had a follow-up with the doctor & he is content with me being a zombie. I have not been diagnosed as bipolar, am more ADHD. I've heard nothing but awful things about this drug & not impressed myself.
165$Bipolar Depression$10/26/2011 4:26:28 PM$Reviewer: 25-34 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$This medicine saved my life!!! I searched for a medicine that would help my bipolar depression for 15 years! And when I was prescribed Lamictal it was my last hope. Finally I dont feel so horrible and sad and worried and scared all the time, I feel NORMAL for the first time in my life, I dont have any more hallucinations (I used to in the middle of the night) and I feel peace and contentment inside. I had a bit of the rash side effect, you trully have to be careful with the dosage dont increse it fast and dont miss doses. The rashes went away after I was stabalized at one dose of 75mg per day. I LOVE THIS MEDICINE, I still take it forever
168$Bipolar Depression$9/27/2011 11:13:39 AM$Reviewer: 25-34 Female  on Treatment for less than 1 month (Patient) $1$1$5$I had what was referred to as a one in a million reaction. I became more and more angry everyday i took it until i became aggressive. I was fighting with everyone. So for me this was not a good idea. (Note i have had a history of aggression this might have been a factor)
171$Bipolar Depression$9/10/2011 3:27:46 PM$Reviewer: 25-34 Female  on Treatment for less than 1 month (Patient) $1$1$4$"After about 5 days things went south, very south! My good moods were great but the bad ones were toxic. Started going in to full blown manic rages and honestly wanted to hurt people! Couldnt figure out if it was the med or just me, so called pdoc and she said STOP! Been off about a week and started seroquel in the mean time. Noticed a difference in just 2 days off limictal so must have been the med. Starting new med today, hope it goes well! My pdoc explained to me that my reaction to meds might be odd cause of extensive past drug history. Depending on the length of time, amounts, and substance used you really do ""rewire"" your brain. Good to know."
172$Bipolar Depression$9/9/2011 11:47:13 AM$Reviewer: Much bttr now :-), 35-44 Male  on Treatment for 1 to 6 months (Patient) $4$4$5$"I have experienced mood swings since I was a teenager. It wasn't until last yr that I KNEW that I couldn't continue on being ""moody"" and I sought help. I was resistant to the idea of meds. Once I gave in I went to my GP & tried anti-depressants, they made me distant and angry. I gave them a moment to see if I'd adjust, I didn't and I left them alone. I moved to Lamictal/Lamotrigine as per my Pdoc. As I moved up in dosage I began to notice that I no longer had issues w/getting out of bed or feeling suicidal. I no longer felt the need or want to drink, I could sit in bars w/my buddies and be happy w/out having a round or two or five! I no longer looked for sex everywhere I could find it. No more spending cash on god-knows-what for NO REASON at all. Side effects: insomnia, headaches, sometimes feeling a little distant, strange/vivid dreams...but TRUST me I'm MILES from where I used to be and that's alright w/me!"
175$Bipolar Depression$8/10/2011 12:05:00 AM$Reviewer: SMSIRL, 45-54 Male  on Treatment for 1 to less than 2 years (Patient) $3$4$4$
176$Bipolar Depression$8/18/2011 8:57:24 AM$Reviewer: 45-54 Male  on Treatment for 1 to 6 months (Patient) $5$5$5$So far the medication has worked well with the exception of a little nausea in the morning.  I was taking 200MG and reduced to 150mg which greatly decreased the nausea.  I have taken many anti-depressants and this has worked the best.
177$Bipolar Depression$8/15/2011 11:24:59 AM$Reviewer: 75 or over Male  on Treatment for 2 to less than 5 years (Patient) $1$1$4$This medication seem to help initionally (about three years ago) but now I'm experiencing confusion, unsteady gait frequently with loss of balance, difficulty  with concentration, short term memory loss, weakness, extreme fatigue requiring rest/nap about every few hours. Plan to discontinue with help from doctor.
178$Bipolar Depression$8/12/2011 3:24:35 PM$Reviewer: jenpo/ma, 35-44 Female  on Treatment for less than 1 month (Patient) $2$2$1$I have not been on this medication longer than 2 weeks.I began experiencing extreme emotional behavior. After the first two days,and then became slightly angry at times for no reason. I am not sure if it was the side effects of the meds, or the side effects of my bipolar. I am confused about this medication so far, but it seems to work.
180$Bipolar Depression$8/2/2011 6:53:41 PM$Reviewer: stephalopolus, 19-24 Female  on Treatment for 1 to less than 2 years (Patient) $3$2$1$"Makes me too tired to function alot. Within an hour after I take it I have to shut my eyes and put my head down. But I can't take it at night because whenever I do, I don't sleep, despite being very tired. It's odd. 

I initally got prescribed this as a mood stabalizer. I get hypo-manic, and was never willing to get on a mood stabalizer untill I realized the older I get, the worse my depressions get. So my prescriber told me that lamictal would keep my depressions from getting SOO low, and keep my mania from getting TOO high. 

I don't really know if it's working, because I still get pretty depressed for long periods of time. Many just not as bad as it use to be, but not really noticeable either. I find myself unable to take this medication, unless I have a few hours in my day free where I know I don't have to exert myself or keep my eyes open. Waste of frickin time. "
185$Bipolar Depression$7/4/2011 3:11:14 PM$Reviewer: 45-54 on Treatment for 2 to less than 5 years (Patient) $1$1$1$dontlikethismakesfeelweild
186$Bipolar Depression$7/3/2011 11:18:21 PM$Reviewer: 25-34 Male  on Treatment for 1 to 6 months (Patient) $3$3$2$dont remember
189$Bipolar Depression$5/26/2011 7:41:02 AM$Reviewer: Cgil306, 19-24 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$
190$Bipolar Depression$5/23/2011 4:51:48 PM$Reviewer: 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I haven't the rapid thoughts at night
191$Bipolar Depression$5/19/2011 1:41:46 PM$Reviewer: 35-44 Female  on Treatment for less than 1 month (Patient) $3$3$3$I just started so I am still on a low dose, I feel more normal but I sleep alot when i am at home, idk if this is a se of the medication or of the depression that was about the worst i've experienced since i started having problems. I am currently titrating up on doeage and it is combined with Xanax so we will see how this works. 
194$Bipolar Depression$5/8/2011 9:33:00 AM$Reviewer: dorothymatherly, 55-64 Female  on Treatment for less than 1 month (Patient) $1$1$5$well we are trying to get a a dosage that will help me, so far I don't see a difference, but I wonder does it say not to be in the sun?
196$Bipolar Depression$5/7/2011 9:16:00 PM$Reviewer: scmiller7878, 25-34 Male  on Treatment for 2 to less than 5 years (Patient) $4$5$5$ I take 200mgs along with 300mgs of Wellbutrin XL, 200 mgs of Zoloft, 3mgs of Xanax and 3mgs of Klonopin. This has worked very well for me. Previous doctor had me on Seroquel XR, and it turned me into a walking ZOMBIE, could not function. Seroquel XR is a terrible medication. I don't recommend this to ANYONE.
201$Bipolar Depression$3/30/2011 6:13:25 PM$Reviewer: 35-44 Male  on Treatment for 2 to less than 5 years (Patient) $3$3$2$HAVING HIGH LIVER FUNION
203$Bipolar Depression$3/13/2011 10:58:38 AM$Reviewer: $4$4$4$
207$Bipolar Depression$2/16/2011 1:01:28 AM$Reviewer: collegechick4christ, 19-24 Female  on Treatment for 2 to less than 5 years (Patient) $5$4$4$Doing a lot better since taking this medicine. The only set back was I gained a lot of weight from taking it. Over all it is has been successful
208$Bipolar Depression$2/11/2011 10:34:04 AM$Reviewer: nancy, 35-44 Female  on Treatment for less than 1 month (Patient) $3$3$4$i just started but im concerned bc i do have liver problems
